name,category_list,funding_total_usd,status,country_code,funding_rounds,dias_hasta_inversion
CYP Design,Biotechnology,0.0,operating,GBR,1,660.0
Cyprotex,Biotechnology,2675263.0,ipo,GBR,1,4246.0
Cyrus Biotechnology,Biotechnology|Software,850000.0,operating,USA,1,490.0
Cyteir Therapeutics,Biotechnology,5500000.0,operating,USA,1,
Cytena,Biotechnology|Health Care|Medical,1208791.0,operating,DEU,1,332.0
Cyterix Pharmaceuticals,Biotechnology,16490000.0,operating,USA,2,
CYTIMMUNE SCIENCES,Biotechnology,8247656.0,operating,USA,5,
Cytocentrics,Biotechnology,10984320.0,operating,DEU,3,2563.0
Cytochroma,Biotechnology,68470098.0075415,acquired,USA,4,
Cytodyn,Biotechnology,36467860.0,ipo,USA,10,
Cytogel Pharma,Biotechnology,5131190.0,operating,USA,3,3789.0
Cytoguide,Biotechnology,0.0,operating,DNK,1,
CytoLogic,Health Care,978637.0,operating,USA,2,4729.0
Nuo Therapeutics,Biotechnology,104775000.0,ipo,USA,8,
CytomX Therapeutics,Biotechnology,133500000.0,ipo,USA,5,792.0
Cytonics,Biotechnology,3304760.0,operating,USA,2,1233.0
Cytoo,Biotechnology,14700000.0,operating,FRA,2,
CytoPherx,Health Care,47686876.0,operating,USA,3,
Cytori Therapeutics,Biotechnology,54751700.0,ipo,USA,4,4929.0
CytoSolv,Biotechnology,500000.0,acquired,USA,1,404.0
Cytosorbents,Biotechnology,1843000.0,operating,USA,2,6063.0
CytoVale,Biotechnology,4300000.0,operating,USA,2,318.0
Cytovance Biologics,Biotechnology,42500000.0,acquired,USA,2,
CytoViva,Assisitive Technology|Biotechnology|Systems,685000.0,operating,USA,1,1579.0
Cytox,Biotechnology,2272877.0,operating,GBR,1,457.0
Cytrellis Biosystems,Biotechnology|Medical|Medical Devices,7139937.0,operating,USA,1,
CytRx,Bio-Pharm|Health Diagnostics|Medical,86000000.0,ipo,USA,1,
CyVek,Biotechnology|Clinical Trials|Life Sciences,22304410.0,acquired,USA,5,773.0
Cyvenio Biosystems,Biotechnology,1968783.0,operating,USA,1,741.0
Dabo Health,Health Care Information Technology|Healthcare Services,0.0,operating,USA,1,1049.0
Daktari Diagnostics,Biotechnology|Health Diagnostics,52119995.0,operating,USA,7,665.0
Dallen Medical,Health Care,3344715.0,operating,USA,1,
Dance Biopharm,Bio-Pharm|Health and Wellness|Health Care|Medical,14578000.0,operating,USA,2,1823.0
DaoCloud,Health and Wellness|Health Care Information Technology|Mobile Health|Personal Health,94000.0,operating,USA,3,245.0
DARA BioSciences,Biotechnology,7397000.0,acquired,USA,2,
Darma Inc.,Hardware + Software|Health and Wellness|Health Care,65000.0,operating,USA,3,9.0
Akashi Therapeutics,Biotechnology,1500000.0,operating,USA,1,
Dartfish,Curated Web|Education|Health Care|Internet|Sports|Video,3500000.0,operating,CHE,1,3226.0
Data Minded Solutions,Health Care|Health Care Information Technology|Medical Devices,100000.0,operating,,2,502.0
DaVinci Home Health Services,Medical,0.0,operating,USA,1,0.0
DaVincian Healthcare.,Health Care,50000000.0,operating,USA,1,
Davis Medical Holdings,Medical,35000.0,operating,USA,1,162.0
Daylight Solutions,Biotechnology|Health Diagnostics,31000000.0,operating,USA,4,574.0
dBMEDx,Health Care,3163267.0,operating,USA,4,979.0
DBV Technologies,Biotechnology,309700000.0,ipo,FRA,3,3272.0
Corvia Medical,Health Care,44736836.0,operating,USA,2,1520.0
DeCell Technologies,Manufacturing|Medical Devices|Technology,533980.0,operating,CAN,1,
Decibel Therapeutics,Biotechnology,52000000.0,operating,,1,287.0
DecImmune Therapeutics,Biotechnology,8450000.0,operating,USA,3,3556.0
Decision Diagnostics,Biotechnology|Health Diagnostics,12500000.0,operating,USA,1,
Dedalus Group,Biotechnology,64330000.0,operating,ITA,1,8787.0
Deenty,Advertising|Dental|Health and Wellness|Health Care,120000.0,operating,CHL,1,16.0
Deep Genomics,Biotechnology|Machine Learning|Software,3700000.0,operating,CAN,1,686.0
Definicare,Biotechnology,3000000.0,operating,USA,1,
Definiens,Analytics|Data Mining|Health Care|Health Diagnostics|Image Recognition,33272398.0,acquired,DEU,2,6848.0
Definigen,Biotechnology,5951016.0,operating,GBR,2,
Definitive Healthcare,Health Care|Hospitals|Physicians,0.0,operating,USA,1,
Degania Medical,Health and Wellness|Medical Devices|Pharmaceuticals,27000000.0,operating,ISR,1,9801.0
Deitek Systems,Electronic Health Records|Electronics|Medical|Software,250000.0,operating,COL,1,-4.0
Dekalb Surgical Alliance,Biotechnology,35000.0,operating,USA,1,4551.0
Dekkun,Biotechnology,10000000.0,operating,USA,1,9.0
Del Mar Pharmaceuticals,Biotechnology,13100000.0,ipo,CAN,2,1161.0
Delenex Therapeutics,Biotechnology,41300000.0,operating,CHE,3,680.0
DeliverCareRx,Biotechnology,10679399.0,operating,USA,2,827.0
Delos,Health and Wellness|Health Care Information Technology|Technology,108000000.0,operating,USA,1,3215.0
Delphi Optics GmbH,Computer Vision|Eyewear|Medical,1010128.0,operating,,1,454.0
Delphinus Medical Technologies,Health Care,58500000.0,operating,USA,3,201.0
Delpor,Biotechnology,1370492.0,operating,USA,2,531.0
Deltagen,Biotechnology,1500000.0,operating,USA,1,4737.0
DemeRx,Health Care|Health Diagnostics|Services,289569.0,operating,,1,1953.0
Denali Medical,Health and Wellness|Medical Devices|Therapeutics,6000000.0,operating,USA,2,
Denali Therapeutics,Biotechnology|Health Diagnostics|Therapeutics,217000000.0,operating,USA,1,
Denator,Biotechnology,8324204.0,operating,SWE,4,
DeNovo Sciences,Biotechnology,4595000.0,operating,USA,5,822.0
Densitas,Medical Devices|Software,250000.0,operating,CAN,1,1754.0
Dental Corp,Dental|Health Care|Medical,121000000.0,operating,CAN,1,1061.0
Dental Fix RX,Medical,0.0,operating,USA,1,
Dental Kidz,Biotechnology,200000.0,operating,USA,1,1784.0
DentalFran Mid-Atlantic Partnership,Medical,0.0,operating,USA,1,119.0
Denteractive,Dental|Health Care|Hospitals,320000.0,operating,,1,328.0
Denty's,Dental|Health Care|Technology,4500000.0,operating,IND,1,
DEONTICS,Artificial Intelligence|Big Data|Health and Wellness|Health Care|SaaS,1159132.0,operating,GBR,1,2065.0
DermaMedics,Health Care,1500000.0,operating,USA,1,
Dermata Therapeutics,Biotechnology,651305.0,operating,USA,1,527.0
Dermira,Biotechnology,128000000.0,ipo,,3,657.0
DermTech International,Biotechnology,23514640.0,operating,USA,4,4466.0
DesignMedix,Biotechnology,12731053.0,operating,USA,4,1628.0
Desktop Genetics,Biotechnology|Life Sciences|Software,3223444.0,operating,GBR,7,-56.0
DestinationRX,Health Care|Information Technology|Services,18500000.0,acquired,USA,1,3309.0
Destiny Pharma,Biotechnology,4709879.0,operating,GBR,1,6790.0
"DeuteRx,LLC",Biotechnology,2800000.0,operating,USA,1,1368.0
Device Innovation Group,Biotechnology,4000000.0,operating,USA,1,-321.0
DEVICOR MEDICAL PRODUCTS GROUP,Health Care|Medical|Medical Devices,151500204.0,acquired,USA,1,
Dexcom,Hardware + Software|Health Care,26464019.0,ipo,USA,2,2197.0
DFine,Health Care|Medical Devices,127342000.0,operating,USA,7,713.0
dfusion,Health Care|Innovation Management|Technology,1100000.0,operating,USA,1,461.0
Dgimed Ortho,Health Care,8130645.0,operating,USA,6,657.0
DiaCarta,Biotechnology,8000000.0,operating,USA,1,
DiaDerma BV,Health Care|Hospitals|Medical,19299.0,operating,,1,
diaDexus,Biotechnology,68700000.0,ipo,USA,4,3663.0
Diagnoplex,Biotechnology,9700000.0,operating,CHE,2,1442.0
Diagnose.me,Health and Wellness|Health Care Information Technology|Medical,639401.0,operating,NLD,2,61.0
Diagnosia,Databases|Doctors|Health and Wellness|Information Technology|Internet|Medical|Pharmaceuticals|Remediation|Search,1700000.0,operating,AUT,2,273.0
Diagnosoft,Biotechnology,4000000.0,operating,USA,1,
Diagnostic Biochips,Biotechnology|Health Diagnostics,150000.0,operating,USA,1,
Diagnostic BioSystems,Biotechnology,0.0,operating,USA,1,7800.0
Diagnostic Healthcare,Biotechnology,1503411.0,operating,GBR,1,3347.0
Diagnostic Hybrids,Biotechnology|Health Diagnostics,0.0,acquired,USA,1,7886.0
Diagnostic Imaging International,Biotechnology,2226136.0,operating,USA,2,
Diagnostic Photonics,Biotechnology,1621510.0,operating,USA,3,1319.0
"Diagnotes, Inc.",Health Care Information Technology|Mobile Health,1700000.0,operating,USA,1,1127.0
Diagnovus,Health Diagnostics|Medical,2010000.0,acquired,USA,6,275.0
Dialectica,Biotechnology,1780000.0,operating,ITA,1,731.0
Diandao,Health Care|Medical|Services,5000000.0,operating,CHN,1,235.0
Diartis Pharmaceuticals,Biotechnology,0.0,operating,USA,1,
Diasome,Biotechnology,12900000.0,operating,USA,1,1929.0
Diassess,Diagnostics|Medical Devices|Personal Health|Testing,120000.0,operating,USA,2,365.0
DiaTech Oncology,Biotechnology,18000000.0,operating,USA,1,3656.0
Diatherix Laboratories,Biotechnology|Health Diagnostics,1620030.0,acquired,USA,2,1232.0
DIBS,Biotechnology|Health Care Information Technology|Software,0.0,operating,USA,1,432.0
DiCE Molecules,Biotechnology,3999990.0,operating,USA,1,898.0
Dicerna Pharmaceuticals,Biotechnology|Health Care,225450628.0,ipo,USA,5,561.0
DICOM Grid,Cloud Infrastructure|Health Care,33884138.0,operating,USA,6,1528.0
Dictate IT,Health Care Information Technology,430930.0,operating,GBR,1,699.0
Diffinity Genomics,Biotechnology,1358459.0,operating,USA,2,2231.0
Diffusion Pharmaceuticals,Biotechnology,32458447.0,operating,USA,9,1305.0
Digestive Disease Associates,Biotechnology,1132416.0,operating,USA,1,13780.0
DigiPath,Biotechnology,10399999.0,ipo,USA,2,
DigiSight Technologies,Health Care|mHealth|Software,7800000.0,operating,USA,1,
Digital Clipboard,Health Care|Health Care Information Technology|Mobile Health,250000.0,operating,GBR,1,534.0
Digital Solid State Propulsion,Biotechnology|Design|Manufacturing|Product Design,0.0,operating,USA,1,2038.0
Digna Biotech,Biotechnology,0.0,operating,ESP,1,
Dignify Therapeutics,Biotechnology,3209000.0,operating,USA,3,400.0
Dilon Technologies,Biotechnology,8827200.0,operating,USA,3,4037.0
Dimension Therapeutics,Biotechnology,124500000.0,operating,USA,4,321.0
Dimerix Biosciences Pty Ltd,Biotechnology,768887.727014101,operating,AUS,1,
DiObex,Biotechnology,31080000.0,operating,USA,2,989.0
DioGenix,Biotechnology,3200000.0,operating,USA,1,2530.0
Diomics,Biotechnology,1554000.0,operating,USA,3,
Dipexium Pharmaceuticals,Biotechnology|Health Care,6927500.0,ipo,USA,4,203.0
Vivid Vision,3D|Health Care|Health Care Information Technology|Software|Video Games|Virtual Worlds,0.0,operating,USA,2,19.0
DIRAmed,Biotechnology,295134.0,operating,USA,1,4044.0
Direct Dermatology,Health Care,240000.0,operating,USA,1,1069.0
Direct Flow Medical,Health Care,134347607.0,operating,USA,5,1387.0
Direct Spinal Therapeutics,Biotechnology,1000000.0,operating,USA,1,252.0
DIREVO Industrial Biotechnology,Biotechnology,43747800.0,acquired,DEU,4,1070.0
Disability Care Givers,Medical,0.0,operating,USA,1,2.0
DiscGenics,Biotechnology,1839000.0,operating,USA,1,1754.0
DiscountDoc,Medical,0.0,operating,USA,1,173.0
DiscoveRX,Biotechnology,13400000.0,operating,USA,2,3516.0
DiscoveryBioMed,Biotechnology,1610000.0,operating,USA,1,3019.0
Disease Diagnostic Group,Batteries|Databases|Diagnostics|Health Diagnostics|Medical Devices,500000.0,operating,USA,2,865.0
DispatchHealth,Health Care|Medical,3600000.0,operating,USA,1,953.0
Dispersol Technologies,Biotechnology,14275217.0,operating,USA,4,1849.0
DisputeBills.com,Billing|Debt Collecting|Health Care|Healthcare Services|Health Services Industry|Medical|Personal Health|Senior Health,0.0,operating,USA,1,270.0
DistalMotion,Medical Devices,0.0,operating,CHE,1,598.0
Diurnal,Biotechnology,11615514.0,operating,GBR,3,
Divergence,Agriculture|Biotechnology,11800000.0,acquired,USA,1,3694.0
DiversityDoctor,Medical,0.0,operating,USA,1,1915.0
Divine Cosmetics,Medical,600.0,operating,ROM,1,-3.0
DJ HealthUnion Systems Corp,Health and Wellness|Health Care|Hospitals,12500000.0,operating,,1,
DJO Global,Medical Devices|Software,1000000.0,operating,USA,1,13058.0
DLC Distributors,Medical,0.0,operating,USA,1,92.0
DLVR Therapeutics,Biotechnology,0.0,operating,CAN,1,
dMetrics,Ad Targeting|Big Data Analytics|Consumer Behavior|Data Mining|Electronic Health Records|Health and Insurance|Health and Wellness|Health Care Information Technology|Interest Graph|Natural Language Processing|Personal Health|Pharmaceuticals|Predictive Analytics|Public Relations|Reviews and Recommendations|Semantic Search|Social Media Advertising|Social Media Monitoring|Text Analytics,3600000.0,operating,USA,2,0.0
"DMI Life Sciences, Inc.",Health Care Information Technology|Healthcare Services|Life Sciences|Medical,1209994.0,operating,USA,1,
DNA Direct,Biotechnology,1000000.0,operating,USA,1,1777.0
DNA Guide,Big Data|Biometrics|Data Privacy|Enterprise Software|Health Care Information Technology|Maps,250000.0,operating,USA,1,983.0
DNA SEQ,Biotechnology|Genetic Testing,1000000.0,operating,USA,1,0.0
DNage,Biotechnology,1940000.0,operating,NLD,1,468.0
DNAnexus,Biotechnology,46550000.0,operating,USA,4,214.0
DNAtriX,Biotechnology,39554718.0,operating,USA,10,492.0
Doc-Quick,Medical,25000.0,operating,USA,1,52.0
DocbookMD,Health Care Information Technology|Messaging,4300000.0,operating,USA,2,1279.0
DocDoc,Doctors|Health Care|Internet|Portals|Startups,8600000.0,operating,SGP,1,1119.0
DocForYou,Apps|Health Care|Medical,270191.0,operating,FRA,1,
DocMeIn,Doctors|Events|Health and Wellness|Health Care|Medical|Online Scheduling|Software,0.0,operating,USA,2,1369.0
Docphin,Doctors|Health Care|Marketplaces|Mobile|News,1000000.0,operating,USA,2,549.0
Docplexus,Health Care,700000.0,operating,IND,1,622.0
DocSpera,Collaboration|Health and Wellness|Medical Professionals,0.0,operating,USA,1,396.0
Doctible,Health and Wellness|Health Care,700000.0,operating,USA,1,513.0
Doctor At Work,Health Care,5800000.0,operating,RUS,3,1247.0
Doctor.com,Curated Web|Doctors|Electronic Health Records|Health Care|Hospitals|Medical|Physicians|Search|Service Providers,105000.0,operating,USA,1,642.0
Doctor Direct,Medical,250000.0,operating,USA,1,520.0
Doctor Evidence,Health Care,1500000.0,operating,USA,1,2652.0
Doctor Fun,Gamification|Health and Wellness|Health Care|Mobile|Startups|Tablets|Weddings,155033.0,operating,BRA,1,212.0
Doctor Insta,E-Commerce|Health and Wellness|Health Care|Medical|Mobile Health,0.0,operating,IND,1,-209.0
Doctor kinetic,Medical|Real Time|Training,324713.0,operating,NLD,2,
Doctor on Demand,Health Care,86749919.0,operating,USA,3,435.0
DoctorAtWork.com,Email Marketing|Health Care|Medical|Networking,4800000.0,operating,RUS,4,260.0
DoctorBase,Health Care|Marketing Automation|Mobile|SaaS,1000000.0,acquired,USA,1,1216.0
DoctorC,Diagnostics|Doctors|Health and Wellness|Health Care,410000.0,operating,IND,1,350.0
DoctorCom,Health and Wellness|Medical|Services,1200000.0,operating,,1,609.0
Doctors Together,Biotechnology,2525000.0,operating,USA,1,
DocTree,Health Care,0.0,operating,IND,2,
DocuTAP,Health Care,28301362.0,operating,USA,4,4442.0
DohJe,Health Care|Internet|Software,0.0,operating,USA,1,1216.0
Doktuz,Health Care|Health Care Information Technology|Personal Health,141461.0,operating,PER,3,789.0
Dolosys,Health Care,0.0,operating,,1,
Domain Surgical,Biotechnology,45373444.0,operating,USA,5,1116.0
DOMAIN Therapeutics,Biotechnology,37586346.0,operating,FRA,6,
Domainex,Biotechnology,5485431.0,operating,GBR,3,2669.0
Dominion Diagnostics,Biotechnology|Health Diagnostics,8317643.0,operating,USA,1,5111.0
Domobios,Furniture|Health Care,473664.0,operating,BEL,1,
Donald Danforth Plant Science Center,Biotechnology,1000000.0,operating,USA,1,5828.0
Dormir,Biotechnology,11500000.0,operating,USA,3,1614.0
DorsaVI,Biotechnology,5000000.0,operating,AUS,1,1277.0
DoseMe,Health Care,500000.0,operating,,1,928.0
Dosesystem,Fitness|Healthcare Services|Medical,365109.0,operating,,1,
Dot Medical,Health Care,861815.0,operating,GBR,1,5690.0
Dovme Kosmetics,Medical,0.0,operating,USA,1,851.0
Doximity,Health Care,81800000.0,operating,USA,3,15.0
Dr Lal PathLabs,Biotechnology,0.0,operating,IND,1,
Dr. Scribbles,Medical,20000.0,operating,USA,1,
Dr. Z,Dental|Doctors|Health Care,0.0,operating,DEU,1,
Drais Pharmaceuticals,Biotechnology,20000000.0,operating,USA,1,1146.0
DrAvailable,Doctors|Fitness|Health and Wellness|Health Care|Physicians,100000.0,operating,USA,1,35.0
DrBridge,Health Care,0.0,operating,EGY,1,
drchrono,Apps|App Stores|Developer APIs|Doctors|Electronic Health Records|Health and Wellness|Health Care|Medical|Physicians,6725000.0,operating,USA,8,733.0
DreaMed Diabetes,Diabetes|Medical Devices,2000000.0,operating,,1,461.0
Dreamerz Foods,Biotechnology,10000000.0,operating,USA,1,521.0
DrEd Online Doctor,Curated Web|Health Care,1700683.0,operating,GBR,2,236.0
Drik,Biotechnology|Health Diagnostics|Pharmaceuticals,500000.0,operating,USA,1,
DripDrop,Health Care|Medical,8600000.0,operating,USA,3,2019.0
DrNaturalHealing,Medical,0.0,operating,USA,1,1867.0
DRO Biosystems,Biotechnology,237000.0,operating,,1,
DRS Health,Biotechnology,281500.0,operating,USA,1,2263.0
Drug Abuse Sciences,Biotechnology,48038886.0,operating,USA,2,
Drug Response Dx,Biotechnology,0.0,operating,DEU,1,342.0
Drug123.com,Medical|Pharmaceuticals|Retail,5000.0,operating,USA,1,905.0
Dualsystems Biotech,Biotechnology,0.0,operating,CHE,1,5021.0
Dune Medical Devices,Health Care,26500000.0,operating,ISR,2,1639.0
DuraFizz,Biotechnology,250000.0,operating,USA,1,
Durata Therapeutics,Biotechnology|Health Care|Pharmaceuticals,70000000.0,acquired,USA,1,1771.0
Durect Corp.,Biotechnology,20000000.0,ipo,USA,1,6020.0
dVisit,Doctors|Health and Wellness|Health Care|Medical,15000.0,operating,USA,1,
DX Urgent Care,Biotechnology,1950000.0,operating,USA,1,226.0
DxNA,Biotechnology,2773471.0,operating,USA,2,2868.0
DxNow,Medical Devices|Social Innovation,172500.0,operating,USA,2,452.0
DxTerity,Biotechnology|Health Diagnostics,3541250.0,operating,USA,4,1382.0
DxUpClose,Biotechnology,1000000.0,operating,USA,1,1322.0
DXY,Health Care|Medical|Networking|Physicians,82000000.0,operating,CHN,3,3508.0
Dyadic International,Biotechnology,2000000.0,ipo,USA,1,13216.0
Dynapix Intelligence Imaging,Health Care,500000.0,operating,CAN,1,1124.0
Dynatronics Corporation,Medical,4000000.0,ipo,USA,1,13272.0
Dynogen Pharmaceuticals,Health and Wellness|Medical|Pharmaceuticals,63250000.0,operating,USA,2,
"Dynova Laboratories,Inc.",Dietary Supplements|Health and Wellness|Health Care|Medical,15000000.0,operating,USA,1,1433.0
DySISmedical,Health Care,11556988.0,operating,GBR,3,4122.0
DZZOM,Biotechnology,0.0,operating,USA,1,24.0
e-Kare,Health and Wellness|Health Care|Healthcare Services,0.0,operating,USA,1,855.0
E-scape Bio,Biotechnology,20002700.0,operating,USA,1,
e(ye)BRAIN,Biotechnology,6570000.0,operating,FRA,3,687.0
Eagle Genomics,Biotechnology,2136504.0,operating,GBR,2,2151.0
Eagle Pharmaceuticals,Health Care,12348194.0,ipo,USA,1,
Eagle Test Systems,Health Care,95000000.0,acquired,USA,1,10144.0
EaglEyeMed,Biotechnology,600000.0,operating,USA,1,950.0
EarLens,Manufacturing|Medical|Medical Devices,42935019.0,operating,USA,4,1949.0
EarlySense,Biotechnology,53000000.0,operating,ISR,4,2395.0
Earth Med,Medical,0.0,operating,USA,1,186.0
East Side Endoscopy,Health Care|Hospitals|Medical,287655.0,operating,USA,1,
Eastside Endoscopy Center,Health and Wellness|Health Care|Medical,696104.0,operating,USA,1,
EasyCopay,Health Care,0.0,operating,USA,1,242.0
Easydiagnosis,Medical Professionals,0.0,operating,,1,
EasyG,Medical Devices,200000.0,operating,USA,1,1439.0
Eating Recovery Center,Health Care,5493124.0,operating,USA,1,877.0
EB Holdings,Biotechnology,107676692.0,operating,USA,1,237.0
eBioscience,Biotechnology|Health Diagnostics,55000000.0,operating,USA,1,636.0
EBR Systems,Biotechnology|Medical,81000026.0,operating,USA,4,1004.0
EBS Technologies,Biotechnology,5563925.0,operating,DEU,2,
eCardio,Health Care|Health Diagnostics,0.0,operating,USA,1,2008.0
eCaring,Health Care|Health Care Information Technology|Hospitals|mHealth|Senior Citizens|Software|Telecommunications,3500000.0,operating,USA,1,5219.0
Eccrine Systems,Biotechnology,2360000.0,operating,USA,2,785.0
Echo Therapeutics,Biotechnology,42914126.0,ipo,USA,9,
Echometrix,Medical Devices,542421.0,operating,USA,3,
EchoPixel,Biotechnology|Medical Devices,4099999.0,operating,USA,2,543.0
Echosens,Diagnostics|Manufacturing|Medical Devices,33000000.0,operating,FRA,1,5232.0
ECOSURG,Health and Wellness|Healthcare Services|Manufacturing|Medical Devices,540000.0,operating,USA,5,20.0
Eddingpharm (Cayman),Biotechnology,24000000.0,operating,HKG,1,
Eden Therapeutics,Biotechnology,1000000.0,operating,USA,1,1794.0
EdeniQ,Biotechnology,111670000.0,operating,USA,7,111.0
Edge Therapeutics,Biotechnology,101472500.0,ipo,USA,7,676.0
Edgemont Pharmaceuticals,Biotechnology,4845795.0,operating,USA,2,1803.0
Edico Genome,Biotechnology,10000000.0,operating,USA,1,562.0
Edimer Pharmaceuticals,Biotechnology,18000000.0,operating,USA,1,1671.0
Edison Pharmaceuticals,Biotechnology,84378582.0,operating,USA,7,912.0
Editas Medicine,Biotechnology|Health Care,210000000.0,operating,USA,3,328.0
EDP Biotech,Biotechnology,2706000.0,operating,USA,4,1839.0
Edumedics,Biotechnology,1352713.0,operating,USA,2,884.0
Effcon MXR,Biotechnology,721566.0,operating,USA,1,909.0
Effector Therapeutics,Biotechnology,45000000.0,operating,USA,1,505.0
Efficas,Biotechnology,7884325.0,operating,USA,2,475.0
Efflorus,Biotechnology,0.0,operating,CAN,1,
EffRx Pharmaceuticals,Biotechnology,9859475.0,operating,,2,5752.0
Efranat,Health and Wellness|Medical|Pharmaceuticals,4500000.0,operating,ISR,1,
Egalet,Biotechnology|Health Care,27600000.0,ipo,DNK,3,4474.0
EGEN,Biotechnology,23417332.0,operating,USA,3,2407.0
Egoscue,Biotechnology,12550.0,operating,USA,2,-263.0
eHealthDirect,E-Commerce|Health Care,43800000.0,operating,USA,1,
ehealthtracker,Health and Wellness|Health Care,10176.0,operating,GBR,1,0.0
EHR.Works,Data Integration|Health Care Information Technology|Productivity Software,0.0,operating,USA,1,649.0
ehumanlife,Doctors|Health Care|Medical|mHealth|Mobile Health,1500000.0,operating,USA,1,460.0
Eido Innova,Health Care,100000.0,operating,,1,
Eiger BioPharmaceuticals,Biotechnology,23040630.0,acquired,USA,4,421.0
EiRx Therapeutics,Biotechnology,180000.0,operating,IRL,1,
Ekincare,Medical,300000.0,operating,IND,1,
Eko Devices,Health Care|mHealth|Mobile|Mobile Health,2800000.0,operating,USA,3,229.0
EKOS Corporation,Health Care,49000000.0,acquired,USA,3,3701.0
EKR Therapeutics,Biotechnology,13000000.0,acquired,USA,1,
ELARA Pharmaceuticals,Biotechnology,6910000.0,operating,,1,1425.0
Elastagen,Biotechnology,2000000.0,operating,USA,1,3855.0
ElationEMR,Health Care,0.0,operating,USA,1,
Elcelyx Therapeutics,Biotechnology,96845109.0,operating,USA,6,75.0
ElectroCore,Health Care,50500000.0,operating,USA,2,2886.0
Electronic Compliance Solutions,Biotechnology,1541854.0,operating,USA,3,580.0
ReferralMD,Electronic Health Records|Enterprise Software|Health Care|Medical|SaaS|Software,520000.0,operating,USA,2,580.0
Eleme Medical,Biotechnology,6500000.0,acquired,USA,1,1261.0
ELENZA,Health Care,27329746.0,operating,USA,2,1134.0
Elevate Medical,Medical,0.0,operating,USA,1,54.0
Elevation Pharmaceuticals,Biotechnology,89400001.0,acquired,USA,4,1116.0
Eleven Biotherapeutics,Biotechnology|Health Care,75000000.0,ipo,USA,3,67.0
Elica Health Centers,Health and Wellness|Health Care|Healthcare Services,700000.0,operating,USA,1,13279.0
Eligo Bioscience,Biotechnology,2209342.0,operating,FRA,1,554.0
Elite Meetings International,Health Care,202049.0,operating,USA,1,2973.0
Elite Pharmaceuticals,Biotechnology,2005038.0,ipo,USA,3,4911.0
Elixir Bio-Tech,Biotechnology,250000.0,operating,USA,1,1398.0
Elixir Medical,Health Care,5299700.0,operating,USA,1,442.0
Elli Health,Health Care|Hospitals|Medical,974217.0,operating,USA,2,
Elloria Medical Technologies,Beauty|Health Care|Personal Health,1200000.0,operating,ISR,1,608.0
Eloquence Communications,Health Care|Hospitals,1686275.0,operating,USA,2,1551.0
Eloxx,Biotechnology|Pharmaceuticals,0.0,operating,ISR,1,324.0
Elpas,Electronics|Health and Wellness|Medical Devices,25000.0,operating,USA,1,
ElsaLys Biotech,Biotechnology,2702490.0,operating,FRA,1,136.0
Elucent Medical,Health Care|Medical,400000.0,operating,USA,1,
Elucid Bioimaging,Biotechnology,375000.0,operating,USA,1,
eLux Medical,Medical|Nanotechnology|Technology,250000.0,operating,USA,1,
Elysia,Health Care|Medical|Pharmaceuticals,0.0,operating,BEL,1,
eMagin,Displays|Entertainment|Law Enforcement|Medical|Technology|Video,5733000.0,operating,USA,1,4754.0
EMBA Medical,Medical,2308463.0,operating,USA,1,1272.0
Ember Therapeutics,Biotechnology,34000000.0,operating,USA,1,
Embera NeuroTherapeutics,Biotechnology,6990000.0,operating,USA,4,1894.0
Embo Medical,Health Care|Medical Devices|Physicians,3753730.0,operating,IRL,1,
Embrace Innovations,Health Care,0.0,operating,USA,1,943.0
EmbraceHer Innovations,Health Care|Health Care Information Technology|Mobile Health|Women,250000.0,operating,,1,457.0
EmbryoTrans Biotech,Biotechnology,0.0,operating,,1,
Emerald Therapeutics,Biotechnology,34000000.0,operating,,3,0.0
Emerge Diagnostics,Diagnostics|Health Care|Medical Devices,5889954.0,operating,USA,3,
Emergency Service Partners,Biotechnology|Health Care|Health Care Information Technology,10296959.0,operating,USA,1,9328.0
Emergent BioSolutions,Biotechnology|Health Care,2000000.0,ipo,USA,1,6242.0
Emerus Hospital Partners,Biotechnology,30000000.0,operating,USA,2,
Emiliem,Biotechnology|Medical|Technology,0.0,operating,USA,1,
EMKinetics,Health Care,2982624.0,operating,USA,2,
Emmaus Medical,Health Care,11215079.0,operating,USA,2,4308.0
emocha Mobile Health,Health and Wellness|Health Care Information Technology|Mobile Health,150000.0,operating,USA,2,
Emphasys Medical,Medical|Medical Devices|Therapeutics,49000000.0,operating,USA,2,
Empire Genomics,Biotechnology|Health Care,1000000.0,operating,USA,1,3104.0
Empirical Bioscience,Biotechnology|Health Diagnostics,0.0,operating,USA,2,545.0
Employee Benefit Solutions,Health and Wellness|Health Care|Hospitality,15500000.0,acquired,USA,1,
Emulate,Agriculture|Chemicals|Medical,12000000.0,operating,,1,
Emunamedica,Biotechnology,2100000.0,operating,USA,1,193.0
Enable Injections,Health Care,2000000.0,operating,USA,2,0.0
Enable Quality Health,Consulting|Medical,0.0,operating,USA,1,3558.0
Enanta Pharmaceuticals,Biotechnology|Health Care,21200000.0,ipo,USA,2,2204.0
ENB Therapeutics,Biotechnology|Medical,30000.0,operating,USA,1,12.0
Encapson,Health Care|Medical Devices|New Technologies,0.0,operating,NLD,1,
Encapsule Medical,Health Diagnostics|Medical|Women,30000000.0,operating,USA,1,
EnCare Biotech,Biotechnology|Medical|Services,5500000.0,operating,NLD,1,
